,offensive.language,tweet_hashed
115,0,I'll give you a baby zebra girl.
116,0,I'll give you a baby zebra girl.
117,0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
118,0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
119,1,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
120,1,Only white trash would call slants and hindis and moslems their equals.
121,1,Only white trash would call slants and hindis and moslems their equals.
122,1,Only white trash would call slants and hindis and moslems their equals.
123,0,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak
124,0,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak
125,0,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak
126,0,@###### oh... my phone is some trash! but you knew that!
127,0,@###### oh... my phone is some trash! but you knew that!
128,0,@###### oh... my phone is some trash! but you knew that!
129,1,Sometimes u gotta knock a nicca out tho #IJS #FreeCB
130,0,Sometimes u gotta knock a nicca out tho #IJS #FreeCB
131,1,Sometimes u gotta knock a nicca out tho #IJS #FreeCB
132,0,Can't stand that faggot.
133,1,Can't stand that faggot.
134,1,Can't stand that faggot.
135,1,I would never hit a woman but I would slap a hoe
136,1,I would never hit a woman but I would slap a hoe
137,1,I would never hit a woman but I would slap a hoe
138,0,@###### chik fil a. hipotle is trash and taco bell will give you the runs
139,0,@###### chik fil a. hipotle is trash and taco bell will give you the runs
140,0,@###### chik fil a. hipotle is trash and taco bell will give you the runs
141,1,@###### come draw and paint with me niggah!
142,1,@###### come draw and paint with me niggah!
143,1,@###### come draw and paint with me niggah!
144,0,"RT @###### Charlie: ""My last two songs will be quasi-religious songs for the sake of @###### who's coming up next."""
145,0,"RT @###### Charlie: ""My last two songs will be quasi-religious songs for the sake of @###### who's coming up next."""
146,0,"RT @###### Charlie: ""My last two songs will be quasi-religious songs for the sake of @###### who's coming up next."""
147,0,"I'm not weird, you're just a faggot"
148,0,"I'm not weird, you're just a faggot"
149,0,"I'm not weird, you're just a faggot"
150,1,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
151,0,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
152,1,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
153,1,@###### @###### I like that your room isn't a big sloppy mess like most of these Twitter hoes
154,0,@###### @###### I like that your room isn't a big sloppy mess like most of these Twitter hoes
155,1,@###### @###### I like that your room isn't a big sloppy mess like most of these Twitter hoes
156,1,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
157,1,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
158,1,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
159,1,RT @###### Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.
160,1,RT @###### Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.
161,1,RT @###### Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.
162,0,the birds out tonight
163,0,the birds out tonight
164,0,the birds out tonight
165,0,@###### @###### trash ain't it
166,0,@###### @###### trash ain't it
167,1,@###### @###### trash ain't it
168,1,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe
169,1,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe
170,1,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe
173,1,So many bitches think they're so much hotter than they are
174,1,So many bitches think they're so much hotter than they are
175,1,So many bitches think they're so much hotter than they are
176,0,"Just start blocking dissenters, you coward pussy. RT@###### Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
177,0,"Just start blocking dissenters, you coward pussy. RT@###### Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
178,0,"Just start blocking dissenters, you coward pussy. RT@###### Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
179,1,Broner would still knock half u niccas out
180,1,Broner would still knock half u niccas out
181,1,Broner would still knock half u niccas out
182,1,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;
183,1,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;
184,1,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;
185,0,@###### Ho ho ho.
186,0,@###### Ho ho ho.
187,0,@###### Ho ho ho.
188,0,"@###### Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks"
189,0,"@###### Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks"
190,0,"@###### Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks"
191,1,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
192,0,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
193,0,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
194,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
195,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
196,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
197,1,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;
198,1,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;
199,0,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;
200,1,@###### @###### your a fag
201,1,@###### @###### your a fag
202,1,@###### @###### your a fag
203,1,Punk ass broke faggots.
204,1,Punk ass broke faggots.
205,1,Punk ass broke faggots.
206,0,RT @###### Lmao they all trash before &amp; after &#128530;&#128557;
207,1,RT @###### Lmao they all trash before &amp; after &#128530;&#128557;
208,0,RT @###### Lmao they all trash before &amp; after &#128530;&#128557;
211,0,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;
212,0,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;
213,0,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;
214,1,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
215,0,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
216,0,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
217,1,"imma tall dread head wit a fat face
bitch do better"
218,1,"imma tall dread head wit a fat face
bitch do better"
219,1,"imma tall dread head wit a fat face
bitch do better"
220,0,"RT @###### One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
221,0,"RT @###### One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
222,0,"RT @###### One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
223,1,RT @###### @###### bitch don't nobody care
224,1,RT @###### @###### bitch don't nobody care
225,1,RT @###### @###### bitch don't nobody care
226,1,I'm lactose and hoe nigga tolerant
227,1,I'm lactose and hoe nigga tolerant
228,1,I'm lactose and hoe nigga tolerant
229,0,"RT @###### It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
230,0,"RT @###### It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
231,0,"RT @###### It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
232,0,Taco Bell is super trash when you're sober
233,0,Taco Bell is super trash when you're sober
234,0,Taco Bell is super trash when you're sober
235,1,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
236,1,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
237,1,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
238,1,@###### lol trash I would of kept it if she was cute
239,0,@###### lol trash I would of kept it if she was cute
240,0,@###### lol trash I would of kept it if she was cute
241,0,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
242,0,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
243,0,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
244,0,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
245,0,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
246,1,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
247,0,"RT @###### @###### @###### yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
248,0,"RT @###### @###### @###### yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
249,0,"RT @###### @###### @###### yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
250,1,Idc I eat the pussy &#128513;
251,1,Idc I eat the pussy &#128513;
252,1,Idc I eat the pussy &#128513;
253,0,"@###### yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way"
254,0,"@###### yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way"
255,1,"@###### yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way"
256,0,"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;"
257,0,"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;"
258,0,"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;"
259,1,"@###### bitch shut up and hand me some of those flowers you selling, the light is about to change."
260,1,"@###### bitch shut up and hand me some of those flowers you selling, the light is about to change."
261,1,"@###### bitch shut up and hand me some of those flowers you selling, the light is about to change."
262,1,"""IBS"" irritable bitch syndrome."
263,1,"""IBS"" irritable bitch syndrome."
264,1,"""IBS"" irritable bitch syndrome."
265,0,It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
266,0,It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
267,1,It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
268,0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
269,0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
270,0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
271,1,RT @###### Ima catfish a bitch with fake arms
272,1,RT @###### Ima catfish a bitch with fake arms
273,1,RT @###### Ima catfish a bitch with fake arms
274,1,My flow retarded &#128526;
275,1,My flow retarded &#128526;
276,1,My flow retarded &#128526;
277,0,Lmaoo we was sayin this same statement last year RT @###### Boozer is trash bro I'm done!! &#128514;
278,0,Lmaoo we was sayin this same statement last year RT @###### Boozer is trash bro I'm done!! &#128514;
279,0,Lmaoo we was sayin this same statement last year RT @###### Boozer is trash bro I'm done!! &#128514;
280,0,RT @###### Soulja boy trash now but I'm not gonna act like I never cranked that superman.
281,0,RT @###### Soulja boy trash now but I'm not gonna act like I never cranked that superman.
282,0,RT @###### Soulja boy trash now but I'm not gonna act like I never cranked that superman.
283,1,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
284,1,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
285,1,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
286,1,And when I say DOH DOH DOH DOH bitch that be Kdot
287,1,And when I say DOH DOH DOH DOH bitch that be Kdot
288,1,And when I say DOH DOH DOH DOH bitch that be Kdot
289,0,RT @###### @###### not only you. and that pom stuff? totally porn.
290,1,RT @###### @###### not only you. and that pom stuff? totally porn.
291,0,RT @###### @###### not only you. and that pom stuff? totally porn.
292,0,30 mins for @###### n @###### to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
293,0,30 mins for @###### n @###### to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
294,0,30 mins for @###### n @###### to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
295,1,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @###### @######
296,1,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @###### @######
297,1,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @###### @######
298,1,@###### wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas
299,1,@###### wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas
300,1,@###### wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas
301,0,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
302,0,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
303,0,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
306,0,"RT @###### Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;"
307,0,"RT @###### Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;"
308,0,"RT @###### Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;"
309,1,They some bitch ass niggas
310,1,They some bitch ass niggas
311,1,They some bitch ass niggas
312,0,"the sassy clerk at the post office was curious why I was getting packages from Japan, bitch I'm just buyin toys"
313,0,"the sassy clerk at the post office was curious why I was getting packages from Japan, bitch I'm just buyin toys"
314,0,"the sassy clerk at the post office was curious why I was getting packages from Japan, bitch I'm just buyin toys"
315,1,fat bitches fat bitches heeeey
316,1,fat bitches fat bitches heeeey
317,1,fat bitches fat bitches heeeey
318,0,"RT @###### niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa"
319,1,"RT @###### niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa"
320,1,"RT @###### niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa"
321,1,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
322,1,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
323,1,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
324,1,@###### you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
325,1,@###### you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
326,1,@###### you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
327,0,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
328,1,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
329,1,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
330,1,"Goldiggers wanna marry me, somebody tell them hoes to see therapy."
331,0,"Goldiggers wanna marry me, somebody tell them hoes to see therapy."
332,0,"Goldiggers wanna marry me, somebody tell them hoes to see therapy."
333,1,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
334,0,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
335,0,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
336,0,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
337,1,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
338,1,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
339,0,RT @###### I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @######
340,0,RT @###### I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @######
341,0,RT @###### I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @######
342,1,@###### Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.Anti-zionist is a codeword for antisemite.
343,1,@###### Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.Anti-zionist is a codeword for antisemite.
344,1,@###### Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.Anti-zionist is a codeword for antisemite.
345,1,"RT @###### I can't stand a ""fuck these niggas"" ass bitch.."
346,1,"RT @###### I can't stand a ""fuck these niggas"" ass bitch.."
347,1,"RT @###### I can't stand a ""fuck these niggas"" ass bitch.."
348,0,RT @###### We put a redneck in the White House it's gonna be the camo house. @###### &#128521;&#128514;
349,0,RT @###### We put a redneck in the White House it's gonna be the camo house. @###### &#128521;&#128514;
350,0,RT @###### We put a redneck in the White House it's gonna be the camo house. @###### &#128521;&#128514;
351,0,@###### @###### Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
352,0,@###### @###### Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
353,0,@###### @###### Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
354,0,RT @###### If you not gator you gator bait #gatornation
355,0,RT @###### If you not gator you gator bait #gatornation
356,0,RT @###### If you not gator you gator bait #gatornation
357,1,janet Jackson's nip slip #iconic
358,0,janet Jackson's nip slip #iconic
359,0,janet Jackson's nip slip #iconic
360,0,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt."
361,0,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt."
362,0,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt."
363,1,He a hoe fa that RT @###### Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.
364,1,He a hoe fa that RT @###### Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.
365,1,He a hoe fa that RT @###### Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.
366,1,@###### @###### we need to grow mullets together so we can get all the bitches and @###### can hate on us
367,1,@###### @###### we need to grow mullets together so we can get all the bitches and @###### can hate on us
368,1,@###### @###### we need to grow mullets together so we can get all the bitches and @###### can hate on us
369,1,Only white trash watch hockey.
370,1,Only white trash watch hockey.
371,0,Only white trash watch hockey.
372,1,@###### @###### @###### lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there
373,1,@###### @###### @###### lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there
