,offensive.language,tweet_hashed
32,1.0,"In my opinion LHHA is a spot on description of how some of Atlanta is. Dumb hoes and niggas, ratchet broads, and stupid arguments."
33,1.0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
34,1.0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
35,1.0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
36,1.0,&amp; this bitch ask me why my jeans sag cuz they tryna hold my bandz up &#128176;
37,1.0,&amp; this bitch ask me why my jeans sag cuz they tryna hold my bandz up &#128176;
38,1.0,&amp; this bitch ask me why my jeans sag cuz they tryna hold my bandz up &#128176;
39,1.0,@###### @###### your what's wrong with the white race you fuckin coon slaying piece of poop please die alone
40,1.0,@###### @###### your what's wrong with the white race you fuckin coon slaying piece of poop please die alone
41,1.0,@###### @###### your what's wrong with the white race you fuckin coon slaying piece of poop please die alone
42,1.0,@###### ratchet white trash
43,1.0,@###### ratchet white trash
44,1.0,@###### ratchet white trash
45,1.0,&#128553;&#128557; RT @###### My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss
46,1.0,&#128553;&#128557; RT @###### My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss
47,1.0,&#128553;&#128557; RT @###### My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss
48,0.0,"@###### God awful, and that dude is Dorian / eggplant black."
49,0.0,"@###### God awful, and that dude is Dorian / eggplant black."
50,0.0,"@###### God awful, and that dude is Dorian / eggplant black."
51,0.0,WTF I'mma do about my legs Charlie Murphy...
52,0.0,WTF I'mma do about my legs Charlie Murphy...
53,0.0,WTF I'mma do about my legs Charlie Murphy...
54,1.0,RT @###### @###### California's biggest retards. Don't forget about HOLY who just released an amazing EP.
55,1.0,RT @###### @###### California's biggest retards. Don't forget about HOLY who just released an amazing EP.
56,1.0,RT @###### @###### California's biggest retards. Don't forget about HOLY who just released an amazing EP.
57,1.0,The word bitch don't apply to all women but all women got a little bitch in em
58,1.0,The word bitch don't apply to all women but all women got a little bitch in em
59,1.0,The word bitch don't apply to all women but all women got a little bitch in em
60,0.0,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy."
61,0.0,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy."
62,0.0,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy."
63,0.0,Fitzpatrick is trash bruh
64,0.0,Fitzpatrick is trash bruh
65,0.0,Fitzpatrick is trash bruh
66,0.0,Their salsa negro is awesome... @###### @######
67,0.0,Their salsa negro is awesome... @###### @######
68,0.0,Their salsa negro is awesome... @###### @######
69,1.0,RT @###### &#8220;@###### @###### finished the essay and the quiz bitch&#8221;good job bud proud of you
70,1.0,RT @###### &#8220;@###### @###### finished the essay and the quiz bitch&#8221;good job bud proud of you
71,1.0,RT @###### &#8220;@###### @###### finished the essay and the quiz bitch&#8221;good job bud proud of you
72,1.0,Happy bday @###### I love you my nigguh #livingLegend
73,1.0,Happy bday @###### I love you my nigguh #livingLegend
74,1.0,Happy bday @###### I love you my nigguh #livingLegend
75,0.0,"&#8220;@###### I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;"
76,1.0,"&#8220;@###### I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;"
77,0.0,"&#8220;@###### I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;"
78,1.0,this guy is the biggest faggot omfg
79,1.0,this guy is the biggest faggot omfg
80,1.0,this guy is the biggest faggot omfg
81,1.0,All it take is for one bitch to open her mouth and niggas start fuckin up.
82,1.0,All it take is for one bitch to open her mouth and niggas start fuckin up.
83,1.0,All it take is for one bitch to open her mouth and niggas start fuckin up.
84,0.0,"I'm too nice to people , but when I finally decide to say something , I'm a bitch . wonderful ."
85,0.0,"I'm too nice to people , but when I finally decide to say something , I'm a bitch . wonderful ."
86,0.0,"I'm too nice to people , but when I finally decide to say something , I'm a bitch . wonderful ."
87,0.0,"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides"
88,0.0,"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides"
89,0.0,"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides"
90,1.0,That nigga talkin like a hoe Tell that bitch nigga speak up
91,1.0,That nigga talkin like a hoe Tell that bitch nigga speak up
92,1.0,That nigga talkin like a hoe Tell that bitch nigga speak up
93,1.0,"RT @###### You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out."
94,1.0,"RT @###### You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out."
95,1.0,"RT @###### You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out."
96,0.0,RT @###### @###### you're secretly a Yankee fan! You'll admit it some day !
97,0.0,RT @###### @###### you're secretly a Yankee fan! You'll admit it some day !
98,0.0,RT @###### @###### you're secretly a Yankee fan! You'll admit it some day !
99,0.0,RT @###### Yo BCU band made UCF band look like trash
100,0.0,RT @###### Yo BCU band made UCF band look like trash
101,1.0,RT @###### Yo BCU band made UCF band look like trash
102,1.0,My neighbors be sick when i wake um up to all this nigger music ctfu
103,1.0,My neighbors be sick when i wake um up to all this nigger music ctfu
104,1.0,My neighbors be sick when i wake um up to all this nigger music ctfu
105,0.0,RT @###### you hang out with a hoe you gonna turn into a hoe
106,1.0,RT @###### you hang out with a hoe you gonna turn into a hoe
107,0.0,RT @###### you hang out with a hoe you gonna turn into a hoe
108,0.0,@###### lol then they have one more flavor I think it's yellow idk.. But yea there bomb.
109,0.0,@###### lol then they have one more flavor I think it's yellow idk.. But yea there bomb.
110,0.0,@###### lol then they have one more flavor I think it's yellow idk.. But yea there bomb.
111,1.0,"What these bitches want from a nigga?, like on some DMX shit"
112,1.0,"What these bitches want from a nigga?, like on some DMX shit"
113,1.0,"What these bitches want from a nigga?, like on some DMX shit"
114,0.0,I'll give you a baby zebra girl.
115,0.0,I'll give you a baby zebra girl.
116,1.0,I'll give you a baby zebra girl.
117,1.0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
118,1.0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
119,1.0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
120,1.0,Only white trash would call slants and hindis and moslems their equals.
121,1.0,Only white trash would call slants and hindis and moslems their equals.
122,1.0,Only white trash would call slants and hindis and moslems their equals.
123,0.0,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak
124,0.0,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak
125,0.0,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak
126,0.0,@###### oh... my phone is some trash! but you knew that!
127,0.0,@###### oh... my phone is some trash! but you knew that!
128,0.0,@###### oh... my phone is some trash! but you knew that!
129,0.0,Sometimes u gotta knock a nicca out tho #IJS #FreeCB
130,1.0,Sometimes u gotta knock a nicca out tho #IJS #FreeCB
131,0.0,Sometimes u gotta knock a nicca out tho #IJS #FreeCB
132,1.0,Can't stand that faggot.
133,1.0,Can't stand that faggot.
134,1.0,Can't stand that faggot.
135,0.0,I would never hit a woman but I would slap a hoe
136,1.0,I would never hit a woman but I would slap a hoe
137,1.0,I would never hit a woman but I would slap a hoe
138,0.0,@###### chik fil a. hipotle is trash and taco bell will give you the runs
139,0.0,@###### chik fil a. hipotle is trash and taco bell will give you the runs
140,0.0,@###### chik fil a. hipotle is trash and taco bell will give you the runs
141,1.0,@###### come draw and paint with me niggah!
142,0.0,@###### come draw and paint with me niggah!
143,1.0,@###### come draw and paint with me niggah!
144,0.0,"RT @###### Charlie: ""My last two songs will be quasi-religious songs for the sake of @###### who's coming up next."""
145,0.0,"RT @###### Charlie: ""My last two songs will be quasi-religious songs for the sake of @###### who's coming up next."""
146,0.0,"RT @###### Charlie: ""My last two songs will be quasi-religious songs for the sake of @###### who's coming up next."""
147,0.0,"I'm not weird, you're just a faggot"
148,0.0,"I'm not weird, you're just a faggot"
149,0.0,"I'm not weird, you're just a faggot"
150,0.0,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
151,0.0,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
152,0.0,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
153,1.0,@###### @###### I like that your room isn't a big sloppy mess like most of these Twitter hoes
154,0.0,@###### @###### I like that your room isn't a big sloppy mess like most of these Twitter hoes
155,1.0,@###### @###### I like that your room isn't a big sloppy mess like most of these Twitter hoes
156,0.0,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
157,1.0,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
158,1.0,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
159,1.0,RT @###### Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.
160,1.0,RT @###### Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.
161,1.0,RT @###### Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.
162,0.0,the birds out tonight
163,0.0,the birds out tonight
164,0.0,the birds out tonight
165,0.0,@###### @###### trash ain't it
166,0.0,@###### @###### trash ain't it
167,0.0,@###### @###### trash ain't it
168,1.0,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe
169,1.0,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe
170,1.0,&#8220;@###### Ur ex girlfriend is a slut&#8221; fr f dat hoe
171,1.0,@###### fuck u u dumb ass bitch hoe
172,1.0,@###### fuck u u dumb ass bitch hoe
173,1.0,@###### fuck u u dumb ass bitch hoe
174,1.0,So many bitches think they're so much hotter than they are
175,1.0,So many bitches think they're so much hotter than they are
176,1.0,So many bitches think they're so much hotter than they are
177,0.0,"Just start blocking dissenters, you coward pussy. RT@###### Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
178,0.0,"Just start blocking dissenters, you coward pussy. RT@###### Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
179,0.0,"Just start blocking dissenters, you coward pussy. RT@###### Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
180,0.0,Broner would still knock half u niccas out
181,0.0,Broner would still knock half u niccas out
182,1.0,Broner would still knock half u niccas out
183,0.0,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;
184,1.0,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;
185,1.0,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;
186,0.0,@###### Ho ho ho.
187,0.0,@###### Ho ho ho.
188,0.0,@###### Ho ho ho.
189,0.0,"@###### Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks"
190,0.0,"@###### Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks"
191,0.0,"@###### Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks"
192,0.0,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
193,1.0,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
194,0.0,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
195,0.0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
196,1.0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
197,1.0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
198,1.0,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;
199,0.0,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;
200,1.0,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;
201,1.0,@###### @###### your a fag
202,1.0,@###### @###### your a fag
203,1.0,@###### @###### your a fag
204,1.0,Punk ass broke faggots.
205,1.0,Punk ass broke faggots.
206,1.0,Punk ass broke faggots.
207,0.0,RT @###### Lmao they all trash before &amp; after &#128530;&#128557;
208,0.0,RT @###### Lmao they all trash before &amp; after &#128530;&#128557;
209,0.0,RT @###### Lmao they all trash before &amp; after &#128530;&#128557;
210,1.0,@###### @###### racist @###### tx trash racist why wld u intvw @###### n ask racist questions itwas so disrespectful
211,0.0,@###### @###### racist @###### tx trash racist why wld u intvw @###### n ask racist questions itwas so disrespectful
212,0.0,@###### @###### racist @###### tx trash racist why wld u intvw @###### n ask racist questions itwas so disrespectful
213,0.0,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;
214,0.0,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;
215,0.0,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;
216,1.0,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
217,0.0,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
218,0.0,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
219,1.0,"imma tall dread head wit a fat face
bitch do better"
220,1.0,"imma tall dread head wit a fat face
bitch do better"
221,1.0,"imma tall dread head wit a fat face
bitch do better"
222,0.0,"RT @###### One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
223,0.0,"RT @###### One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
224,0.0,"RT @###### One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
225,1.0,RT @###### @###### bitch don't nobody care
226,1.0,RT @###### @###### bitch don't nobody care
227,1.0,RT @###### @###### bitch don't nobody care
228,1.0,I'm lactose and hoe nigga tolerant
229,1.0,I'm lactose and hoe nigga tolerant
230,1.0,I'm lactose and hoe nigga tolerant
231,1.0,"RT @###### It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
232,0.0,"RT @###### It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
233,0.0,"RT @###### It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
234,0.0,Taco Bell is super trash when you're sober
235,0.0,Taco Bell is super trash when you're sober
236,0.0,Taco Bell is super trash when you're sober
237,1.0,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
238,1.0,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
239,1.0,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
240,0.0,@###### lol trash I would of kept it if she was cute
241,0.0,@###### lol trash I would of kept it if she was cute
242,0.0,@###### lol trash I would of kept it if she was cute
243,0.0,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
244,0.0,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
245,0.0,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
246,1.0,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
247,1.0,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
248,1.0,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
249,0.0,"RT @###### @###### @###### yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
250,0.0,"RT @###### @###### @###### yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
251,0.0,"RT @###### @###### @###### yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
252,0.0,Idc I eat the pussy &#128513;
253,1.0,Idc I eat the pussy &#128513;
254,1.0,Idc I eat the pussy &#128513;
255,0.0,"@###### yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way"
256,0.0,"@###### yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way"
257,0.0,"@###### yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way"
258,1.0,"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;"
259,0.0,"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;"
260,1.0,"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;"
261,1.0,"@###### bitch shut up and hand me some of those flowers you selling, the light is about to change."
262,1.0,"@###### bitch shut up and hand me some of those flowers you selling, the light is about to change."
263,1.0,"@###### bitch shut up and hand me some of those flowers you selling, the light is about to change."
264,1.0,"""IBS"" irritable bitch syndrome."
265,0.0,"""IBS"" irritable bitch syndrome."
266,1.0,"""IBS"" irritable bitch syndrome."
267,0.0,It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
268,0.0,It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
269,0.0,It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
270,0.0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
271,0.0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
272,0.0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
273,1.0,RT @###### Ima catfish a bitch with fake arms
274,1.0,RT @###### Ima catfish a bitch with fake arms
275,1.0,RT @###### Ima catfish a bitch with fake arms
276,0.0,My flow retarded &#128526;
277,1.0,My flow retarded &#128526;
278,1.0,My flow retarded &#128526;
279,0.0,Lmaoo we was sayin this same statement last year RT @###### Boozer is trash bro I'm done!! &#128514;
280,0.0,Lmaoo we was sayin this same statement last year RT @###### Boozer is trash bro I'm done!! &#128514;
281,0.0,Lmaoo we was sayin this same statement last year RT @###### Boozer is trash bro I'm done!! &#128514;
282,0.0,RT @###### Soulja boy trash now but I'm not gonna act like I never cranked that superman.
283,1.0,RT @###### Soulja boy trash now but I'm not gonna act like I never cranked that superman.
284,0.0,RT @###### Soulja boy trash now but I'm not gonna act like I never cranked that superman.
285,1.0,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
286,1.0,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
287,1.0,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
288,0.0,And when I say DOH DOH DOH DOH bitch that be Kdot
289,1.0,And when I say DOH DOH DOH DOH bitch that be Kdot
290,1.0,And when I say DOH DOH DOH DOH bitch that be Kdot
291,0.0,RT @###### @###### not only you. and that pom stuff? totally porn.
292,0.0,RT @###### @###### not only you. and that pom stuff? totally porn.
293,0.0,RT @###### @###### not only you. and that pom stuff? totally porn.
294,0.0,30 mins for @###### n @###### to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
295,1.0,30 mins for @###### n @###### to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
296,0.0,30 mins for @###### n @###### to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
297,1.0,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @###### @######
298,1.0,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @###### @######
299,0.0,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @###### @######
300,1.0,@###### wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas
301,0.0,@###### wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas
302,1.0,@###### wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas
303,0.0,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
304,0.0,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
305,0.0,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
306,1.0,Dawg ass hoes
307,0.0,Dawg ass hoes
308,1.0,Dawg ass hoes
309,0.0,"RT @###### Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;"
310,0.0,"RT @###### Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;"
311,0.0,"RT @###### Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;"
314,0.0,"the sassy clerk at the post office was curious why I was getting packages from Japan, bitch I'm just buyin toys"
315,0.0,"the sassy clerk at the post office was curious why I was getting packages from Japan, bitch I'm just buyin toys"
316,0.0,"the sassy clerk at the post office was curious why I was getting packages from Japan, bitch I'm just buyin toys"
317,1.0,fat bitches fat bitches heeeey
318,1.0,fat bitches fat bitches heeeey
319,1.0,fat bitches fat bitches heeeey
320,1.0,"RT @###### niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa"
321,1.0,"RT @###### niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa"
322,1.0,"RT @###### niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa"
323,1.0,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
324,1.0,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
325,1.0,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
326,1.0,@###### you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
327,1.0,@###### you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
328,1.0,@###### you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
329,1.0,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
330,0.0,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
331,0.0,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
332,0.0,"Goldiggers wanna marry me, somebody tell them hoes to see therapy."
333,0.0,"Goldiggers wanna marry me, somebody tell them hoes to see therapy."
334,0.0,"Goldiggers wanna marry me, somebody tell them hoes to see therapy."
335,0.0,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
336,0.0,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
337,0.0,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
338,1.0,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
339,1.0,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
340,1.0,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
341,0.0,RT @###### I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @######
342,0.0,RT @###### I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @######
343,0.0,RT @###### I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @######
344,1.0,@###### Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.Anti-zionist is a codeword for antisemite.
345,1.0,@###### Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.Anti-zionist is a codeword for antisemite.
346,1.0,@###### Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.Anti-zionist is a codeword for antisemite.
347,1.0,"RT @###### I can't stand a ""fuck these niggas"" ass bitch.."
348,1.0,"RT @###### I can't stand a ""fuck these niggas"" ass bitch.."
349,1.0,"RT @###### I can't stand a ""fuck these niggas"" ass bitch.."
350,1.0,RT @###### We put a redneck in the White House it's gonna be the camo house. @###### &#128521;&#128514;
351,0.0,RT @###### We put a redneck in the White House it's gonna be the camo house. @###### &#128521;&#128514;
